ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year
RIM,EQY,RIMFIRE PACIFIC MINING LIMITED                              ,ORDINARY            ,0.005,20230630,2023
RIO,EQY,RIO TINTO LIMITED                                           ,ORDINARY            ,114.69,20230630,2023
RKN,EQY,RECKON LIMITED                                              ,ORDINARY            ,0.515,20230630,2023
RKT,EQY,ROCKETDNA LTD.                                              ,ORDINARY            ,0.011,20230630,2023
RLC,EQY,REEDY LAGOON CORPORATION LIMITED                            ,ORDINARY            ,0.006,20230630,2023
RLF,EQY,RLF AGTECH LTD                                              ,ORDINARY            ,0.125,20230630,2023
RLG,EQY,ROOLIFE GROUP LTD                                           ,ORDINARY            ,0.008,20230630,2023
RLT,EQY,RENERGEN LIMITED                                            ,CDI 1:1             ,1.745,20230630,2023
RMC,EQY,RESIMAC GROUP LTD                                           ,ORDINARY            ,0.915,20230630,2023
RMD,EQY,RESMED INC                                                  ,CDI 10:1 FOR. EXEMPT,32.81,20230630,2023
RMI,EQY,RESOURCE MINING CORPORATION LIMITED                         ,ORDINARY            ,0.043,20230630,2023
RML,EQY,RESOLUTION MINERALS LTD                                     ,ORDINARY            ,0.004,20230630,2023
RMS,EQY,RAMELIUS RESOURCES LIMITED                                  ,ORDINARY            ,1.26,20230630,2023
RMX,EQY,RED MOUNTAIN MINING LIMITED                                 ,ORDINARY            ,0.004,20230630,2023
RMY,EQY,RMA GLOBAL LIMITED                                          ,ORDINARY            ,0.08,20230630,2023
RND,EQY,RAND MINING LIMITED                                         ,ORDINARY            ,1.21,20230630,2023
RNE,EQY,RENU ENERGY LIMITED                                         ,ORDINARY            ,0.034,20230630,2023
RNO,EQY,RHINOMED LIMITED                                            ,ORDINARY            ,0.07,20230629,2023
RNT,EQY,RENT.COM.AU LIMITED                                         ,ORDINARY            ,0.023,20230630,2023
RNU,EQY,RENASCOR RESOURCES LIMITED                                  ,ORDINARY            ,0.19,20230630,2023
RNX,EQY,RENEGADE EXPLORATION LIMITED                                ,ORDINARY            ,0.012,20230629,2023
ROC,EQY,ROCKETBOOTS LIMITED                                         ,ORDINARY            ,0.076,20230630,2023
ROG,EQY,RED SKY ENERGY LIMITED.                                     ,ORDINARY            ,0.003,20230630,2023
RON,EQY,RONIN RESOURCES LTD                                         ,ORDINARY            ,0.155,20230629,2023
ROO,EQY,ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD             ,CDI 1:1             ,0.004,20230630,2023
RPG,EQY,RAPTIS GROUP LIMITED                                        ,ORDINARY            ,0.02,20230519,2023
RPL,EQY,REGAL PARTNERS LIMITED                                      ,ORDINARY            ,2.65,20230630,2023
RPM,EQY,RPM AUTOMOTIVE GROUP LIMITED                                ,ORDINARY            ,0.091,20230630,2023
RR1,EQY,REACH RESOURCES LIMITED                                     ,ORDINARY            ,0.011,20230630,2023
RRL,EQY,REGIS RESOURCES LIMITED                                     ,ORDINARY            ,1.83,20230630,2023
RRR,EQY,REVOLVER RESOURCES HOLDINGS LTD                             ,ORDINARY            ,0.11,20230630,2023
RSG,EQY,RESOLUTE MINING LIMITED                                     ,ORDINARY            ,0.39,20230630,2023
RSH,EQY,RESPIRI LIMITED                                             ,ORDINARY            ,0.038,20230630,2023
RTE,EQY,RETECH TECHNOLOGY CO. LIMITED                               ,CDI 1:1             ,0.14,20220810,2023
RTG,EQY,RTG MINING INC.                                             ,CDI 1:1             ,0.052,20230629,2023
RTH,EQY,RAS TECHNOLOGY HOLDINGS LIMITED                             ,ORDINARY            ,0.5,20230630,2023
RTR,EQY,RUMBLE RESOURCES LIMITED                                    ,ORDINARY            ,0.18,20230630,2023
RUL,EQY,RPMGLOBAL HOLDINGS LIMITED                                  ,ORDINARY            ,1.475,20230630,2023
RVR,EQY,RED RIVER RESOURCES LIMITED                                 ,ORDINARY            ,0.073,20221026,2023
RVS,EQY,REVASUM INC.                                                ,CDI 1:1             ,0.14,20230630,2023
RVT,EQY,RICHMOND VANADIUM TECHNOLOGY LIMITED                        ,ORDINARY            ,0.41,20230630,2023
RWC,EQY,RELIANCE WORLDWIDE CORPORATION LIMITED                      ,ORDINARY            ,4.1,20230630,2023
RWD,EQY,REWARD MINERALS LTD                                         ,ORDINARY            ,0.044,20230630,2023
RWL,EQY,RUBICON WATER LIMITED                                       ,ORDINARY            ,0.65,20230630,2023
RXH,EQY,REWARDLE HOLDINGS LIMITED                                   ,ORDINARY            ,0.02,20230630,2023
RXL,EQY,ROX RESOURCES LIMITED                                       ,ORDINARY            ,0.315,20230630,2023
RXM,EQY,REX MINERALS LIMITED                                        ,ORDINARY            ,0.23,20230630,2023
RYD,EQY,RYDER CAPITAL LIMITED                                       ,ORDINARY            ,0.965,20230630,2023
RZI,EQY,RAIZ INVEST LIMITED                                         ,ORDINARY            ,0.315,20230630,2023
S2R,EQY,S2 RESOURCES LTD                                            ,ORDINARY            ,0.125,20230630,2023
S32,EQY,SOUTH32 LIMITED                                             ,ORDINARY            ,3.76,20230630,2023
S3N,EQY,SENSORE LTD.                                                ,ORDINARY            ,0.225,20230629,2023
S66,EQY,STAR COMBO PHARMA LIMITED                                   ,ORDINARY            ,0.11,20230629,2023
SAN,EQY,SAGALIO ENERGY LIMITED                                      ,ORDINARY            ,0.013,20230622,2023
SAU,EQY,SOUTHERN GOLD LIMITED                                       ,ORDINARY            ,0.021,20230630,2023
SB2,EQY,SALTER BROTHERS EMERGING COMPANIES LIMITED                  ,ORDINARY            ,0.64,20230630,2023
SBM,EQY,ST BARBARA LIMITED                                          ,ORDINARY            ,0.48,20230630,2023
SBR,EQY,SABRE RESOURCES LIMITED                                     ,ORDINARY            ,0.026,20230630,2023
SBW,EQY,SHEKEL BRAINWEIGH LTD                                       ,ORDINARY            ,0.089,20230630,2023
SCL,EQY,SCHROLE GROUP LTD                                           ,ORDINARY            ,0.3,20230630,2023
SCN,EQY,SCORPION MINERALS LIMITED                                   ,ORDINARY            ,0.088,20230630,2023
SCT,EQY,SCOUT SECURITY LIMITED                                      ,ORDINARY            ,0.023,20230630,2023
SDF,EQY,STEADFAST GROUP LIMITED                                     ,ORDINARY            ,6,20230630,2023
SDG,EQY,SUNLAND GROUP LIMITED                                       ,ORDINARY            ,1.345,20230630,2023
SDI,EQY,SDI LIMITED                                                 ,ORDINARY            ,0.825,20230630,2023
SDR,EQY,SITEMINDER LIMITED                                          ,ORDINARY            ,2.92,20230630,2023
SDV,EQY,SCIDEV LTD                                                  ,ORDINARY            ,0.33,20230630,2023
SE1,EQY,SENSERA LIMITED                                             ,ORDINARY            ,0.015,20220520,2023
SEC,EQY,SPHERIA EMERGING COMPANIES LIMITED                          ,ORDINARY            ,1.9,20230630,2023
SEG,EQY,SPORTS ENTERTAINMENT GROUP LIMITED                          ,ORDINARY            ,0.195,20230629,2023
SEK,EQY,SEEK LIMITED                                                ,ORDINARY            ,21.72,20230630,2023
SEN,EQY,SENETAS CORPORATION LIMITED                                 ,ORDINARY            ,0.023,20230630,2023
SEQ,EQY,SEQUOIA FINANCIAL GROUP LTD                                 ,ORDINARY            ,0.535,20230630,2023
SER,EQY,STRATEGIC ENERGY RESOURCES LIMITED                          ,ORDINARY            ,0.016,20230630,2023
SES,EQY,SECOS GROUP LTD                                             ,ORDINARY            ,0.05,20230630,2023
SFC,EQY,SCHAFFER CORPORATION LIMITED                                ,ORDINARY            ,16.71,20230629,2023
SFG,EQY,SEAFARMS GROUP LIMITED                                      ,ORDINARY            ,0.004,20230630,2023
SFM,EQY,SANTA FE MINERALS LTD                                       ,ORDINARY            ,0.044,20230629,2023
SFR,EQY,SANDFIRE RESOURCES LIMITED                                  ,ORDINARY            ,5.9,20230630,2023
SFX,EQY,SHEFFIELD RESOURCES LIMITED                                 ,ORDINARY            ,0.475,20230630,2023
SGA,EQY,SARYTOGAN GRAPHITE LIMITED                                  ,ORDINARY            ,0.235,20230630,2023
SGC,EQY,SACGASCO LIMITED                                            ,ORDINARY            ,0.008,20230630,2023
SGF,EQY,SG FLEET GROUP LIMITED                                      ,ORDINARY            ,2.3,20230630,2023
SGI,EQY,STEALTH GLOBAL HOLDINGS LTD                                 ,ORDINARY            ,0.125,20230630,2023
SGLLV,EQY,RICEGROWERS LIMITED                                         ,B LTD-VOTING ORD FPO,6.4,20230630,2023
SGM,EQY,SIMS LIMITED                                                ,ORDINARY            ,15.75,20230630,2023
SGQ,EQY,ST GEORGE MINING LIMITED                                    ,ORDINARY            ,0.04,20230630,2023
SGR,EQY,THE STAR ENTERTAINMENT GROUP LIMITED                        ,ORDINARY            ,1.155,20230630,2023
SHA,EQY,SHAPE AUSTRALIA CORPORATION LIMITED                         ,ORDINARY            ,1.46,20230630,2023
SHE,EQY,STONEHORSE ENERGY LIMITED                                   ,ORDINARY            ,0.015,20230630,2023
SHG,EQY,SINGULAR HEALTH GROUP LTD                                   ,ORDINARY            ,0.036,20230630,2023
SHJ,EQY,SHINE JUSTICE LTD                                           ,ORDINARY            ,0.69,20230630,2023
SHL,EQY,SONIC HEALTHCARE LIMITED                                    ,ORDINARY            ,35.57,20230630,2023
SHM,EQY,SHRIRO HOLDINGS LIMITED                                     ,ORDINARY            ,0.7,20230630,2023
SHN,EQY,SUNSHINE GOLD LIMITED                                       ,ORDINARY            ,0.014,20230630,2023
SHO,EQY,SPORTSHERO LIMITED                                          ,ORDINARY            ,0.026,20230630,2023
SHP,EQY,SOUTH HARZ POTASH LTD                                       ,ORDINARY            ,0.032,20230630,2023
SHV,EQY,SELECT HARVESTS LIMITED                                     ,ORDINARY            ,4.15,20230630,2023
SI6,EQY,SI6 METALS LIMITED                                          ,ORDINARY            ,0.005,20230630,2023
SIG,EQY,SIGMA HEALTHCARE LIMITED                                    ,ORDINARY            ,0.84,20230630,2023
SIH,EQY,SIHAYO GOLD LIMITED                                         ,ORDINARY            ,0.001,20230630,2023
SIO,EQY,SIMONDS GROUP LIMITED                                       ,ORDINARY            ,0.16,20230629,2023
SIQ,EQY,SMARTGROUP CORPORATION LTD                                  ,ORDINARY            ,7.92,20230630,2023
SIS,EQY,SIMBLE SOLUTIONS LIMITED                                    ,ORDINARY            ,0.005,20230629,2023
SIT,EQY,SITE GROUP INTERNATIONAL LIMITED                            ,ORDINARY            ,0.003,20230630,2023
SIV,EQY,SIV CAPITAL LIMITED                                         ,ORDINARY            ,0.185,20230630,2023
SIX,EQY,SPRINTEX LIMITED                                            ,ORDINARY            ,0.037,20230630,2023
SKC,EQY,SKYCITY ENTERTAINMENT GROUP LIMITED                         ,ORD FOR. EXEMPT NZX ,2.11,20230630,2023
SKF,EQY,SKYFII LTD                                                  ,ORDINARY            ,0.045,20230630,2023
SKN,EQY,SKIN ELEMENTS LIMITED                                       ,ORDINARY            ,0.008,20230630,2023
SKO,EQY,SERKO LIMITED                                               ,ORD FOR. EXEMPT NZX ,3.42,20230630,2023
SKS,EQY,SKS TECHNOLOGIES GROUP LIMITED                              ,ORDINARY            ,0.15,20230630,2023
SKT,EQY,SKY NETWORK TELEVISION LIMITED.                             ,ORDINARY            ,2.24,20230630,2023
SKY,EQY,SKY METALS LIMITED                                          ,ORDINARY            ,0.039,20230630,2023
SLA,EQY,SILK LASER AUSTRALIA LIMITED                                ,ORDINARY            ,3.33,20230630,2023
SLB,EQY,STELAR METALS LIMITED                                       ,ORDINARY            ,0.29,20230630,2023
SLC,EQY,SUPERLOOP LIMITED                                           ,ORDINARY            ,0.58,20230630,2023
SLH,EQY,SILK LOGISTICS HOLDINGS LIMITED                             ,ORDINARY            ,2.08,20230630,2023
SLM,EQY,SOLIS MINERALS LTD.                                         ,CDI 1:1             ,1.11,20230630,2023
SLR,EQY,SILVER LAKE RESOURCES LIMITED                               ,ORDINARY            ,0.965,20230630,2023
SLS,EQY,SOLSTICE MINERALS LIMITED                                   ,ORDINARY            ,0.165,20230630,2023
SLX,EQY,SILEX SYSTEMS LIMITED                                       ,ORDINARY            ,3.94,20230630,2023
SLZ,EQY,SULTAN RESOURCES LTD                                        ,ORDINARY            ,0.046,20230630,2023
SM1,EQY,SYNLAIT MILK LIMITED                                        ,ORD FOR. EXEMPT NZX ,1.52,20230630,2023
SMI,EQY,SANTANA MINERALS LIMITED                                    ,ORDINARY            ,0.52,20230630,2023
SMN,EQY,STRUCTURAL MONITORING SYSTEMS PLC                           ,CHESS DEPOSITARY INT,0.83,20230630,2023
SMP,EQY,SMARTPAY HOLDINGS LIMITED                                   ,ORD FOR.EXEMPT NZX  ,1.69,20230630,2023
